Station Name,Available Docks,Percent Full,Docks in Service,Latitude,Longitude,Timestamp
Sedgwick St & North Ave,6,57,14,41.691319,-87.712886,5/7/2022 23:35
Sedgwick St & Schiller St,6,45,11,41.717878,-87.564592,5/7/2022 23:35
Sedgwick St & Webster Ave,10,33,15,41.648501,-87.54609,5/7/2022 23:35
Seeley Ave & Garfield Blvd,9,40,15,41.713317,-87.551098,5/7/2022 23:35
Seeley Ave & Roscoe St,4,73,15,41.704587,-87.681203,5/7/2022 23:35
Shabbona Park,2,82,11,41.692395,-87.700961,5/7/2022 23:35
Shedd Aquarium,8,65,23,41.718963,-87.608296,5/7/2022 23:35
Sheffield Ave & Fullerton Ave,5,67,15,41.71371,-87.530844,5/7/2022 23:35
Sheffield Ave & Kingsbury St,11,21,14,41.656666,-87.598801,5/7/2022 23:35
Sheffield Ave & Waveland Ave,1,93,15,41.73238,-87.658069,5/7/2022 23:35
Sheffield Ave & Webster Ave,5,64,14,41.726166,-87.566276,5/7/2022 23:35
Sheffield Ave & Wellington Ave,5,67,15,41.69501,-87.598715,5/7/2022 23:35
Sheffield Ave & Willow St,12,14,14,41.709581,-87.590234,5/7/2022 23:35
Sheffield Ave & Wrightwood Ave,6,60,15,41.691774,-87.530431,5/7/2022 23:35
Sheridan Rd & Buena Ave,13,0,13,41.896617,-87.628579,5/7/2022 23:35
Sheridan Rd & Columbia Ave,9,36,14,41.94335,-87.670668,5/7/2022 23:35
Sheridan Rd & Greenleaf Ave,14,18,17,41.984044,-87.652281,5/7/2022 23:35
Sheridan Rd & Irving Park Rd,6,62,16,41.918296,-87.652183,5/7/2022 23:35
Sheridan Rd & Lawrence Ave,6,45,11,41.883602,-87.648627,5/7/2022 23:35
Sheridan Rd & Loyola Ave,2,89,18,41.885492,-87.652289,5/7/2022 23:35
Sheridan Rd & Montrose Ave,4,0,4,41.902901,-87.631282,5/7/2022 23:35
Sheridan Rd & Noyes St (NU),4,0,4,41.935581,-87.644042,5/7/2022 23:35
Shields Ave & 28th Pl,8,0,8,41.917805,-87.653449,5/7/2022 23:35
Shields Ave & 31st St,3,50,6,41.885586,-87.653189,5/7/2022 23:35
Shields Ave & 43rd St,4,33,6,41.883043,-87.649931,5/7/2022 23:35
Shore Dr & 55th St,0,100,6,41.885579,-87.648484,5/7/2022 23:35
Smith Park,8,0,8,41.944019,-87.663975,5/7/2022 23:35
South Chicago Ave & 83rd St,3,0,3,41.936226,-87.653768,5/7/2022 23:35
South Chicago Ave & Elliot Ave,4,20,5,41.895809,-87.678519,5/7/2022 23:35
South Shore Dr & 67th St,3,50,6,41.943838,-87.671469,5/7/2022 23:35
South Shore Dr & 71st St,3,40,5,41.692618,-87.628052,5/7/2022 23:35
South Shore Dr & 74th St,1,67,3,41.701217,-87.649345,5/7/2022 23:35
Southport Ave & Belmont Ave,6,0,6,41.679804,-87.620843,5/7/2022 23:35
Southport Ave & Clark St,6,40,10,41.688117,-87.53655,5/7/2022 23:35
Southport Ave & Clybourn Ave,2,78,9,41.705846,-87.717074,5/7/2022 23:35
Southport Ave & Irving Park Rd,6,0,6,41.694606,-87.601198,5/7/2022 23:35
Southport Ave & Roscoe St,3,70,10,41.707338,-87.59399,5/7/2022 23:35
Southport Ave & Waveland Ave,6,40,10,41.705588,-87.602938,5/7/2022 23:35
Southport Ave & Wellington Ave,1,83,6,41.653564,-87.617054,5/7/2022 23:35
Southport Ave & Wrightwood Ave,5,29,7,41.738246,-87.531067,5/7/2022 23:35
Spaulding Ave & 16th St,6,0,6,41.857989,-87.631945,5/7/2022 23:35
Spaulding Ave & 63rd St,0,100,9,41.703776,-87.701395,5/7/2022 23:35
Spaulding Ave & Armitage Ave,3,57,7,41.912281,-87.677321,5/7/2022 23:35
Spaulding Ave & Division St,8,0,8,41.932559,-87.642385,5/7/2022 23:35
Springfield Ave & 47th St,6,33,9,41.862355,-87.715711,5/7/2022 23:35
St Louis Ave & 59th St,9,0,9,41.866402,-87.730017,5/7/2022 23:35
St Louis Ave & Norman Bobbins Ave,8,11,9,41.853452,-87.724541,5/7/2022 23:35
St. Clair St & Erie St,5,44,9,41.844472,-87.723265,5/7/2022 23:35
St. Louis Ave & Balmoral Ave,5,38,8,41.851414,-87.73215,5/7/2022 23:35
St. Louis Ave & Fullerton Ave,8,33,12,41.838912,-87.716896,5/7/2022 23:35
State St & 123rd St,9,0,9,41.836708,-87.725641,5/7/2022 23:35
State St & 19th St,9,0,9,41.859161,-87.717696,5/7/2022 23:35
State St & 29th St,6,25,8,41.860777,-87.731364,5/7/2022 23:35
State St & 33rd St,5,44,9,41.868114,-87.710926,5/7/2022 23:35
State St & 35th St,5,38,8,41.844232,-87.732153,5/7/2022 23:35
State St & 54th St,6,33,9,41.85892,-87.707963,5/7/2022 23:35
State St & 76th St,6,25,8,41.836966,-87.730502,5/7/2022 23:35
State St & 79th St,9,0,9,41.930902,-87.778469,5/7/2022 23:35
State St & 95th St,9,0,9,41.927294,-87.785203,5/7/2022 23:35
State St & Chicago Ave,7,22,9,41.916905,-87.767181,5/7/2022 23:35
State St & Harrison St,8,11,9,41.923792,-87.772312,5/7/2022 23:35
State St & Kinzie St,9,0,9,41.930178,-87.766122,5/7/2022 23:35
State St & Pearson St,8,11,9,41.938307,-87.761663,5/7/2022 23:35
State St & Pershing Rd,8,11,9,41.922705,-87.760954,5/7/2022 23:35
State St & Randolph St,5,44,9,41.923982,-87.751164,5/7/2022 23:35
State St & Van Buren St,8,11,9,41.91667,-87.749487,5/7/2022 23:35
Stave St & Armitage Ave,9,0,9,41.927815,-87.758376,5/7/2022 23:35
Steelworkers Park,7,22,9,41.939011,-87.749283,5/7/2022 23:35
Stetson Ave & South Water St,5,17,6,41.94973,-87.746953,5/7/2022 23:35
Stewart Ave & 63rd St,9,0,9,41.942732,-87.739533,5/7/2022 23:35
Stewart Ave & 83rd St,9,0,9,41.934442,-87.73378,5/7/2022 23:35
Stockton Dr & Wrightwood Ave,8,11,9,41.930736,-87.744082,5/7/2022 23:35
Stony Island Ave & 64th St,12,0,12,41.92794,-87.735992,5/7/2022 23:35
Stony Island Ave & 67th St,6,25,8,41.922352,-87.739024,5/7/2022 23:35
Stony Island Ave & 71st St,8,11,9,41.938368,-87.772503,5/7/2022 23:35
Stony Island Ave & 75th St,7,12,8,41.934586,-87.795961,5/7/2022 23:35
Stony Island Ave & 82nd St,9,0,9,41.934741,-87.784402,5/7/2022 23:35
Stony Island Ave & 90th St,9,0,9,41.931008,-87.801065,5/7/2022 23:35
Stony Island Ave & South Chicago Ave,9,0,9,41.944966,-87.811899,5/7/2022 23:35
Streeter Dr & Grand Ave,8,11,9,41.947666,-87.829258,5/7/2022 23:35
Summit Ave & 86th St,7,22,9,41.944847,-87.799326,5/7/2022 23:35
Talman Ave & Addison St,9,0,9,41.942258,-87.766933,5/7/2022 23:35
Theater on the Lake,7,22,9,41.940128,-87.786481,5/7/2022 23:35
Throop St & 52nd St,7,22,9,41.953038,-87.762163,5/7/2022 23:35
Throop St & Taylor St,6,33,9,41.941606,-87.807296,5/7/2022 23:35
Torrence Ave & 106th St,2,78,9,41.944885,-87.82423,5/7/2022 23:35
Torrence Ave & 126th Pl,6,33,9,41.952037,-87.833283,5/7/2022 23:35
Tripp Ave & 15th St,7,12,8,41.953257,-87.807143,5/7/2022 23:35
Tripp Ave & 31st St,9,0,9,41.948853,-87.806938,5/7/2022 23:35
Tripp Ave & 65th St,7,12,8,41.945917,-87.778882,5/7/2022 23:35
Troy Ave & 27th St,9,0,9,41.952614,-87.785383,5/7/2022 23:35
Troy St & Elston Ave,5,17,6,41.895209,-87.717433,5/7/2022 23:35
Troy St & Grace St,7,12,8,41.8952,-87.748223,5/7/2022 23:35
Troy St & Jackson Blvd,9,0,9,41.902393,-87.733598,5/7/2022 23:35
Troy St & North Ave,5,44,9,41.902134,-87.750952,5/7/2022 23:35
Union Ave & Root St,8,11,9,41.902269,-87.770481,5/7/2022 23:35
University Ave & 57th St,9,0,9,41.90584,-87.75486,5/7/2022 23:35
University Library (NU),9,0,9,41.912592,-87.7687,5/7/2022 23:35
Valli Produce - Evanston Plaza,8,11,9,41.915893,-87.78511,5/7/2022 23:35
Vernon Ave & 107th St,6,33,9,41.90922,-87.797141,5/7/2022 23:35
Vernon Ave & 75th St,9,0,9,41.891872,-87.716388,5/7/2022 23:35
Vernon Ave & 79th St,8,11,9,41.898911,-87.71649,5/7/2022 23:35
Vincennes Ave & 104th St,6,33,9,41.895436,-87.733573,5/7/2022 23:35
Vincennes Ave & 75th St,6,25,8,41.898661,-87.755455,5/7/2022 23:35
Virginia Ave & Catalpa Ave,1,89,9,41.912778,-87.743643,5/7/2022 23:35
W 103rd St & S Avers Ave,8,11,9,41.909212,-87.760999,5/7/2022 23:35
W Armitage Ave & N Sheffield Ave,9,0,9,41.912074,-87.805766,5/7/2022 23:35
W Oakdale Ave & N Broadway,7,22,9,41.909717,-87.770204,5/7/2022 23:35
W Washington Blvd & N Peoria St,7,22,9,41.922278,-87.802036,5/7/2022 23:35
Wabash Ave & 16th St,4,33,6,41.790348,-87.68892,5/7/2022 23:35
Wabash Ave & 83rd St,6,25,8,41.785987,-87.710562,5/7/2022 23:35
Wabash Ave & 87th St,5,44,9,41.786516,-87.697331,5/7/2022 23:35
Wabash Ave & 9th St,3,67,9,41.786338,-87.687435,5/7/2022 23:35
Wabash Ave & Adams St,4,56,9,41.771579,-87.693357,5/7/2022 23:35
Wabash Ave & Cermak Rd,6,0,6,41.77879,-87.688589,5/7/2022 23:35
Wabash Ave & Grand Ave,6,33,9,41.775144,-87.708129,5/7/2022 23:35
Wabash Ave & Roosevelt Rd,6,33,9,41.823324,-87.689685,5/7/2022 23:35
Wabash Ave & Wacker Pl,6,33,9,41.813617,-87.693227,5/7/2022 23:35
Wacker Dr & Washington St,6,33,9,41.808424,-87.696619,5/7/2022 23:35
Walden Pkwy & 100th St,0,100,12,41.804752,-87.704114,5/7/2022 23:35
Wallace St & 35th St,5,38,8,41.800958,-87.686756,5/7/2022 23:35
Walsh Park,6,33,9,41.799064,-87.703446,5/7/2022 23:35
Warren Park East,5,44,9,41.794422,-87.71137,5/7/2022 23:35
Warren Park West,8,27,11,41.794014,-87.685807,5/7/2022 23:35
Washtenaw Ave & Lawrence Ave,8,11,9,41.779166,-87.705639,5/7/2022 23:35
Washtenaw Ave & Madison St,5,44,9,41.832024,-87.677839,5/7/2022 23:35
Washtenaw Ave & Ogden Ave,4,33,6,41.81139,-87.704005,5/7/2022 23:35
Washtenaw Ave & Peterson Ave,6,33,9,41.82823,-87.694542,5/7/2022 23:35
Washtenaw Ave & Polk St,4,56,9,41.822279,-87.699658,5/7/2022 23:35
Wells St & 19th St,4,33,6,41.815491,-87.702441,5/7/2022 23:35
Wells St & Concord Ln,5,44,9,41.789944,-87.703233,5/7/2022 23:35
Wells St & Elm St,7,22,9,41.780985,-87.68342,5/7/2022 23:35
Wells St & Evergreen Ave,8,27,11,41.800434,-87.72475,5/7/2022 23:35
Wells St & Hubbard St,6,33,9,41.80934,-87.747831,5/7/2022 23:35
Wells St & Huron St,2,78,9,41.802209,-87.748901,5/7/2022 23:35
Wells St & Polk St,7,22,9,41.793357,-87.730598,5/7/2022 23:35
Wells St & Walton St,9,0,9,41.784186,-87.722564,5/7/2022 23:35
Wentworth Ave & 104th St,6,0,6,41.807526,-87.730841,5/7/2022 23:35
Wentworth Ave & 24th St (Temp),6,33,9,41.778747,-87.732463,5/7/2022 23:35
Wentworth Ave & 33rd St,7,22,9,41.793279,-87.724189,5/7/2022 23:35
Wentworth Ave & 35th St,6,50,12,41.779953,-87.717822,5/7/2022 23:35
Wentworth Ave & 63rd St,6,33,9,41.774916,-87.728841,5/7/2022 23:35
Wentworth Ave & Cermak Rd,5,44,9,41.808071,-87.72122,5/7/2022 23:35
Western & 28th - Velasquez Institute Vaccination Site,4,56,9,41.816276,-87.724606,5/7/2022 23:35
Western Ave & 104th St,5,17,6,41.802316,-87.734414,5/7/2022 23:35
Western Ave & 111th St,5,44,9,41.834108,-87.67559,5/7/2022 23:35
Western Ave & 21st St,5,44,9,41.886528,-87.70167,5/7/2022 23:35
Western Ave & 24th St,6,0,6,41.884606,-87.685853,5/7/2022 23:35
Western Ave & 62nd St,9,0,9,41.881286,-87.69396,5/7/2022 23:35
Western Ave & Ardmore Ave,4,56,9,41.877505,-87.70485,5/7/2022 23:35
Western Ave & Congress Pkwy,6,0,6,41.877507,-87.6974,5/7/2022 23:35
Western Ave & Division St,9,0,9,41.870959,-87.700259,5/7/2022 23:35
Western Ave & Fillmore St,6,33,9,41.871103,-87.693683,5/7/2022 23:35
Western Ave & Grace St,4,56,9,41.86314,-87.703022,5/7/2022 23:35
Western Ave & Granville Ave,3,62,8,41.85936,-87.70302,5/7/2022 23:35
Western Ave & Gunnison St,4,56,9,41.846506,-87.700139,5/7/2022 23:35
Western Ave & Howard St,7,12,8,41.851644,-87.690621,5/7/2022 23:35
Western Ave & Lake St,9,0,9,41.859228,-87.695562,5/7/2022 23:35
Western Ave & Leland Ave,5,44,9,41.866554,-87.701329,5/7/2022 23:35
Western Ave & Lunt Ave,7,0,7,41.924691,-87.70055,5/7/2022 23:35
Western Ave & Monroe St,8,11,9,41.913959,-87.699368,5/7/2022 23:35
Western Ave & Roscoe St,7,22,9,41.95039,-87.688234,5/7/2022 23:35
Western Ave & Walton St,9,0,9,41.94609,-87.702988,5/7/2022 23:35
Western Ave & Winnebago Ave,9,0,9,41.941499,-87.701051,5/7/2022 23:35
Western Blvd & 48th Pl,9,0,9,41.939638,-87.705263,5/7/2022 23:35
Whipple St & Roosevelt Rd,8,0,8,41.938689,-87.692972,5/7/2022 23:35
Whipple/Irving Park,8,0,8,41.933886,-87.707262,5/7/2022 23:35
Wilton Ave & Belmont Ave,8,11,9,41.953634,-87.690782,5/7/2022 23:35
Wilton Ave & Diversey Pkwy,9,0,9,41.957573,-87.69783,5/7/2022 23:35
Winchester (Ravenswood) Ave & Balmoral Ave,7,22,9,41.981246,-87.704892,5/7/2022 23:35
Winchester Ave & Elston Ave,6,25,8,41.979461,-87.693013,5/7/2022 23:35
Winthrop Ave & Lawrence Ave,5,17,6,41.974712,-87.697852,5/7/2022 23:35
Wolcott (Ravenswood) Ave & Montrose Ave,9,0,9,41.972177,-87.702749,5/7/2022 23:35
Wolcott Ave & Fargo Ave,5,44,9,41.969659,-87.68955,5/7/2022 23:35
Wolcott Ave & Polk St,9,0,9,41.84265,-87.70401,5/7/2022 23:35
Wood St & 35th St,7,22,9,41.840222,-87.694129,5/7/2022 23:35
Wood St & Augusta Blvd,6,33,9,41.961047,-87.700901,5/7/2022 23:35
Wood St & Chicago Ave,4,33,6,41.934003,-87.690823,5/7/2022 23:35
Wood St & Hubbard St,9,0,9,41.984746,-87.701593,5/7/2022 23:35
Wood St & Milwaukee Ave,5,17,6,41.988281,-87.703034,5/7/2022 23:35
Wood St & Taylor St (Temp),8,11,9,41.950244,-87.706489,5/7/2022 23:35
Woodlawn & 103rd - Olive Harvey Vaccination Site,6,25,8,41.99066,-87.697075,5/7/2022 23:35
Woodlawn Ave & 55th St,6,25,8,41.990247,-87.70858,5/7/2022 23:35
Woodlawn Ave & 75th St,6,33,9,41.986764,-87.68988,5/7/2022 23:35
Woodlawn Ave & Lake Park Ave,9,0,9,41.954189,-87.704448,5/7/2022 23:35
Yates Blvd & 75th St,9,0,9,41.865816,-87.77178,5/7/2022 23:35
Yates Blvd & 93rd St,0,100,9,41.839253,-87.702021,5/7/2022 23:35
